iter	Logloss
0	0.5329711301
1	0.4090402281
2	0.334228612
3	0.2834663445
4	0.2483233095
5	0.2247239435
6	0.2074123247
7	0.1891464386
8	0.177855881
9	0.1677675269
10	0.1579926362
11	0.1510314345
12	0.1457772632
13	0.139901862
14	0.1340947713
15	0.1292101547
16	0.1253583586
17	0.121870818
18	0.1178183664
19	0.1151703187
20	0.1125171071
21	0.110598555
22	0.1078780888
23	0.1049573087
24	0.1025978586
25	0.1009677173
26	0.09864986333
27	0.09709444877
28	0.09502666664
29	0.09313531238
30	0.09202609126
31	0.09030654748
32	0.08834033681
33	0.08696612234
34	0.08558537763
35	0.08444640271
36	0.08315326294
37	0.08203552041
38	0.08114801685
39	0.08039492499
40	0.0799330693
41	0.07878646847
42	0.07803087697
43	0.07697442374
44	0.07583780397
45	0.07514315135
46	0.0740548656
47	0.07323328034
48	0.07228167254
49	0.07166761847
50	0.07087779179
51	0.07037209556
52	0.06937740494
53	0.06839634278
54	0.06775272653
55	0.06728796921
56	0.0664299133
57	0.06578565519
58	0.06544891316
59	0.06498774796
60	0.06437520614
61	0.06375869671
62	0.06348613134
63	0.06320741583
64	0.06273161916
65	0.06225018998
66	0.06174135417
67	0.06082193232
68	0.06021249063
69	0.05997440087
70	0.05949748652
71	0.05896411077
72	0.05861005307
73	0.05831330001
74	0.05807570227
75	0.05748285526
76	0.05713949782
77	0.0566865835
78	0.05642739569
79	0.05615504497
80	0.05584491622
81	0.05561155345
82	0.05529445673
83	0.05476188232
84	0.05444655234
85	0.05435850209
86	0.05400831044
87	0.0537633537
88	0.0534817524
89	0.05348042915
90	0.05317595571
91	0.05294506674
92	0.0527069456
93	0.05240607127
94	0.05207358856
95	0.05195405672
96	0.05174903079
97	0.05149333412
98	0.05100305152
99	0.05087888693
100	0.05043158962
101	0.05017713355
102	0.04985339877
103	0.04959344275
104	0.04947906165
105	0.04923849534
106	0.04905458879
107	0.04871258973
108	0.04833800081
109	0.04807304874
110	0.04807086627
111	0.04789522514
112	0.04775221243
113	0.04760181742
114	0.04716447151
115	0.04682760674
116	0.04670974234
117	0.0464316061
118	0.0460442803
119	0.04578176422
120	0.04562673145
121	0.04553392022
122	0.04520146538
123	0.04502966777
124	0.04481215915
125	0.04458975074
126	0.04427857243
127	0.04409461712
128	0.04388446493
129	0.04361281603
130	0.04351844014
131	0.04326339278
132	0.04300937902
133	0.04288918257
134	0.0426689634
135	0.04255584567
136	0.04234963332
137	0.04218343155
138	0.04192925468
139	0.04176864882
140	0.04155910999
141	0.04145618902
142	0.04132704559
143	0.04132617681
144	0.04122443237
145	0.04096162823
146	0.04095993888
147	0.04075636389
148	0.04070312308
149	0.04053199863
150	0.04052749758
151	0.04037713134
152	0.04032654172
153	0.04015234249
154	0.04015174282
155	0.03999625478
156	0.03981388605
157	0.03958558356
158	0.03958551487
159	0.03958438356
160	0.03957914144
161	0.03950458831
162	0.0393558653
163	0.03922129719
164	0.03922023633
165	0.03911072082
166	0.03885182516
167	0.03885177904
168	0.03879499053
169	0.0386229372
170	0.03839491897
171	0.03828541914
172	0.03812150851
173	0.0379896048
174	0.03785522241
175	0.03765549754
176	0.03765548616
177	0.03765545059
178	0.03765464503
179	0.03761840021
180	0.03760979531
181	0.03760678466
182	0.03754108208
183	0.03743786955
184	0.03717550013
185	0.03696563938
186	0.03696007468
187	0.03684414516
188	0.03677541045
189	0.03663627279
190	0.03655294665
191	0.03654692772
192	0.03641083958
193	0.03640576552
194	0.03640103086
195	0.03639674785
196	0.03634438832
197	0.03634378334
198	0.03629092729
199	0.03616113096
200	0.03597964549
201	0.035810832
202	0.0357258894
203	0.03572275267
204	0.03572005943
205	0.03571911548
206	0.03566299196
207	0.03561576048
208	0.03546971033
209	0.03536094952
210	0.03536046151
211	0.03526478007
212	0.03526411807
213	0.03526347848
214	0.0352610743
215	0.0350827338
216	0.03498172269
217	0.03488982367
218	0.03477704075
219	0.03472009552
220	0.0347196332
221	0.03471924787
222	0.03471703393
223	0.03471694022
224	0.03451970195
225	0.03441614774
226	0.03435221268
227	0.03416835242
228	0.03405291328
229	0.03405258094
230	0.03388630693
231	0.03388618663
232	0.03388427439
233	0.03380224724
234	0.03380212259
235	0.03376006415
236	0.03363157055
237	0.03355446924
238	0.03344634255
239	0.03334321331
240	0.03334265412
241	0.0332934002
242	0.03319057246
243	0.03319051904
244	0.03318990272
245	0.03309087606
246	0.03294840987
247	0.03282215328
248	0.03280065602
249	0.03266111424
250	0.03260783915
251	0.03259718002
252	0.03259717516
253	0.03249869595
254	0.03249866345
255	0.03243634941
256	0.0324363421
257	0.03243472036
258	0.03232409892
259	0.03232408429
260	0.03221107725
261	0.0321455713
262	0.03204890254
263	0.03201351422
264	0.03193586236
265	0.03188705764
266	0.03181580558
267	0.03181436439
268	0.03181240754
269	0.03181238163
270	0.03175253982
271	0.03167845151
272	0.03167841428
273	0.03159797214
274	0.03154133168
275	0.0314737831
276	0.03129008435
277	0.03123988658
278	0.03112796518
279	0.03108380296
280	0.0310610159
281	0.03100199037
282	0.03093700851
283	0.03083413015
284	0.03079532148
285	0.03070545471
286	0.03063470821
287	0.03057491874
288	0.03045339406
289	0.03037523475
290	0.03024611956
291	0.03009795165
292	0.02998552404
293	0.02992932579
294	0.0297956257
295	0.02969646106
296	0.02962899854
297	0.02952899088
298	0.02946155084
299	0.02939549858
300	0.02933777104
301	0.02927557278
302	0.02922666561
303	0.02912796766
304	0.02900915064
305	0.02900913908
306	0.02894099954
307	0.02884939832
308	0.02884939674
309	0.02873839934
310	0.02873014876
311	0.02872943288
312	0.0287294245
313	0.02872942253
314	0.02860641519
315	0.02855395152
316	0.0285198311
317	0.02851980943
318	0.02848323765
319	0.02847933516
320	0.02837380304
321	0.02834335321
322	0.0282606533
323	0.02822390438
324	0.02809214408
325	0.02796239512
326	0.02787529073
327	0.02780634368
328	0.02776108105
329	0.02771399448
330	0.02768002064
331	0.02762771284
332	0.02756477632
333	0.02756477358
334	0.02750379385
335	0.02750263679
336	0.02746068143
337	0.02735644348
338	0.02724962034
339	0.02717097069
340	0.02710299465
341	0.02710299183
342	0.02701311844
343	0.02695671219
344	0.02695585073
345	0.02687615431
346	0.02680230781
347	0.02676429889
348	0.02662823346
349	0.02654246996
350	0.02649392713
351	0.02644712036
352	0.02644710952
353	0.0264440859
354	0.02644406438
355	0.02640525897
356	0.02636692935
357	0.02634497784
358	0.02628578528
359	0.02621320222
360	0.02612573096
361	0.02608245127
362	0.02608244619
363	0.02600016871
364	0.0259558816
365	0.02589326667
366	0.02584259908
367	0.02577904451
368	0.02577903485
369	0.02574816138
370	0.02569580124
371	0.02564671702
372	0.02558932656
373	0.0255893134
374	0.02558929765
375	0.02554169299
376	0.02549881117
377	0.02542206764
378	0.02537025267
379	0.02532958484
380	0.02524302892
381	0.02515427967
382	0.02506951367
383	0.02503923919
384	0.02498366035
385	0.02492083699
386	0.02490388784
387	0.02484198113
388	0.02484198063
389	0.0247900227
390	0.02477186305
391	0.02473892652
392	0.02470390766
393	0.02469860799
394	0.02465203722
395	0.02454997452
396	0.02448212623
397	0.02445058279
398	0.02441077776
399	0.02436251532
400	0.02431078993
401	0.02428850524
402	0.02422691552
403	0.02410269426
404	0.02405613381
405	0.0240012145
406	0.02396220644
407	0.02390999668
408	0.02381516912
409	0.02377707641
410	0.02376570331
411	0.02373958381
412	0.02373840687
413	0.02369646997
414	0.02363174173
